Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S65224353,Green-winged Teal,Anas crecca,563,22,US-TX,Bexar,L122362,Village Creek Drying Beds (PPW-W 083),32.7842795,-97.1266181,2017-07-25,05:26 PM,eBird - Traveling Count,30,1,.851,,1,,,,
S27323327,Green-winged Teal,Anas crecca,563,3,US-TX,Collin,L4221343,CR 353 Pond,30.766219,-97.397093,2019-04-20,12:52 PM,eBird - Casual Observation,0,0,,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S26676541,Canvasback,Aythya valisineria,616,10,US-TX,Galveston,L130767,Aransas NWR (CTC 037) (Aransas Co.),28.3108004,-96.8011664,2018-06-30,11:55 AM,eBird - Traveling Count,173,1,24.14,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S62808895,Canvasback,Aythya valisineria,616,80,US-TX,Aransas,L129005,Laguna Atascosa NWR (LTC 024),26.2295776,-97.3466982,2016-04-24,09:29 AM,eBird - Traveling Count,95,1,4.072,,1,,,,
S34022576,Canvasback,Aythya valisineria,616,1,US-TX,Williamson,L247123,Canyon Lake--Canyon Pk (HOTE 074),29.9097001,-98.2211248,2016-02-21,02:15 PM,eBird - Traveling Count,28,1,.161,,1,,,,
S26676541,Redhead,Aythya americana,617,210,US-TX,Galveston,L130767,Aransas NWR (CTC 037) (Aransas Co.),28.3108004,-96.8011664,2018-06-30,11:55 AM,eBird - Traveling Count,173,1,24.14,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S26954086,Redhead,Aythya americana,617,45,US-TX,Dallas,L160563,Mitchell Lake Audubon Center (HOTE 103),29.3105956,-98.4996938,2018-10-30,08:33 AM,eBird - Traveling Count,320,1,8.047,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S17510369,Redhead,Aythya americana,617,X,US-TX,Denton,L1197426,Big Bend NP--Road b/w Cottonwood Campground & Santa Elena Canyon,29.1586075,-103.5528374,2016-02-19,07:00 AM,eBird - Casual Observation,0,1,,,5,,,,
S62808895,Redhead,Aythya americana,617,6,US-TX,Aransas,L129005,Laguna Atascosa NWR (LTC 024),26.2295776,-97.3466982,2016-04-24,09:29 AM,eBird - Traveling Count,95,1,4.072,,1,,,,
S33128153,Redhead,Aythya americana,617,17,US-TX,Williamson,L247123,Canyon Lake--Canyon Pk (HOTE 074),29.9097001,-98.2211248,2018-05-24,08:07 AM,eBird - Traveling Count,37,1,.402,,1,,,,
S40841423,Redhead,Aythya americana,617,4,US-TX,Harris,L6524047,Estuary Ct,29.096478,-95.108236,2019-05-10,09:42 AM,eBird - Traveling Count,8,1,.402,,1,,,,
S27709055,Redhead,Aythya americana,617,3,US-TX,Brewster,L129085,Santa Ana NWR (LTC 059),26.0813003,-98.1351399,2016-05-12,12:07 PM,eBird - Traveling Count,146,1,1.609,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S28922958,Redhead,Aythya americana,617,1,US-TX,Fort Bend,L225644,"Holt Paradise Pond, Port Aransas",27.8342117,-97.0720157,2016-06-14,01:55 PM,eBird - Traveling Count,54,1,.161,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S62586921,Ring-necked Duck,Aythya collaris,623,1,US-TX,Dallas,L956160,Brackenridge Park--Joske Pavilion & Lambert Beach,29.4629383,-98.4698155,2017-07-15,08:38 AM,eBird - Traveling Count,68,1,1.931,,1,,,"45-55 degrees, clear, little to no wind.",
S17510369,Ring-necked Duck,Aythya collaris,623,X,US-TX,Denton,L1197426,Big Bend NP--Road b/w Cottonwood Campground & Santa Elena Canyon,29.1586075,-103.5528374,2016-02-19,07:00 AM,eBird - Casual Observation,0,1,,,5,,,,
S62808895,Ring-necked Duck,Aythya collaris,623,3,US-TX,Aransas,L129005,Laguna Atascosa NWR (LTC 024),26.2295776,-97.3466982,2016-04-24,09:29 AM,eBird - Traveling Count,95,1,4.072,,1,,,,
S53676011,Ring-necked Duck,Aythya collaris,623,2,US-TX,Tarrant,L8826128,Serenity Lane Pond,33.157787,-96.620369,2015-07-24,02:21 PM,eBird - Stationary Count,2,1,,,1,,,,
S53641937,Ring-necked Duck,Aythya collaris,623,2,US-TX,Bastrop,L600803,Trinity River Audubon Center,32.703804,-96.705555,2014-07-09,12:41 PM,eBird - Traveling Count,82,1,2.012,,1,,,"80 degrees, clear, wind 10-15 mph.",
S35030290,Ring-necked Duck,Aythya collaris,623,2,US-TX,Brewster,L246727,Anzalduas Park (LTC 068),26.1384105,-98.3327866,2014-03-12,01:54 PM,eBird - Traveling Count,84,1,1.609,,1,,,,
S65224353,Ring-necked Duck,Aythya collaris,623,4,US-TX,Bexar,L122362,Village Creek Drying Beds (PPW-W 083),32.7842795,-97.1266181,2017-07-25,05:26 PM,eBird - Traveling Count,30,1,.851,,1,,,,
S27323338,Ring-necked Duck,Aythya collaris,623,2,US-TX,Collin,L4221345,CR 352,30.743816,-97.386564,2019-04-20,01:00 PM,eBird - Casual Observation,0,0,,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S33349374,Greater Scaup,Aythya marila,643,1,US-TX,Dallas,L275885,Braunig Lake (HOTE 101),29.2518777,-98.3931431,2019-12-28,03:35 PM,eBird - Traveling Count,75,1,.644,,2,,,,
S26908911,Greater Scaup,Aythya marila,643,5,US-TX,Williamson,L247123,Canyon Lake--Canyon Pk (HOTE 074),29.9097001,-98.2211248,2014-04-19,10:22 AM,eBird - Traveling Count,50,1,1.287,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S36175201,Greater Scaup,Aythya marila,643,2,US-TX,Harris,L248017,Bolivar Flats Shorebird Sanctuary,29.3711371,-94.7287083,2016-03-24,01:50 PM,eBird - Traveling Count,60,1,.483,,2,,,,
S26676541,Lesser Scaup,Aythya affinis,649,40,US-TX,Galveston,L130767,Aransas NWR (CTC 037) (Aransas Co.),28.3108004,-96.8011664,2018-06-30,11:55 AM,eBird - Traveling Count,173,1,24.14,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S33349374,Lesser Scaup,Aythya affinis,649,6,US-TX,Dallas,L275885,Braunig Lake (HOTE 101),29.2518777,-98.3931431,2019-12-28,03:35 PM,eBird - Traveling Count,75,1,.644,,2,,,,
S62808895,Lesser Scaup,Aythya affinis,649,3,US-TX,Aransas,L129005,Laguna Atascosa NWR (LTC 024),26.2295776,-97.3466982,2016-04-24,09:29 AM,eBird - Traveling Count,95,1,4.072,,1,,,,
S53676011,Lesser Scaup,Aythya affinis,649,2,US-TX,Tarrant,L8826128,Serenity Lane Pond,33.157787,-96.620369,2015-07-24,02:21 PM,eBird - Stationary Count,2,1,,,1,,,,
S26908911,Lesser Scaup,Aythya affinis,649,30,US-TX,Williamson,L247123,Canyon Lake--Canyon Pk (HOTE 074),29.9097001,-98.2211248,2014-04-19,10:22 AM,eBird - Traveling Count,50,1,1.287,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S53635448,Lesser Scaup,Aythya affinis,649,10,US-TX,Bastrop,L989665,Wolf Springs Rd. E.  (incl. Blue Sky Sod Farm),32.5590397,-96.5870762,2014-07-09,10:14 AM,eBird - Traveling Count,110,1,6.437,,1,,,"75 degrees, clear, wind 10-20 mph.",
S36175201,Lesser Scaup,Aythya affinis,649,20,US-TX,Harris,L248017,Bolivar Flats Shorebird Sanctuary,29.3711371,-94.7287083,2016-03-24,01:50 PM,eBird - Traveling Count,60,1,.483,,2,,,,
S62705798,Lesser Scaup,Aythya affinis,649,1,US-TX,Brewster,L129085,Santa Ana NWR (LTC 059),26.0813003,-98.1351399,2014-07-10,08:11 AM,eBird - Traveling Count,279,1,7.789,,1,,,"70-78 degrees, overcast, wind 5-15 mph S.",
S24402445,Surf Scoter,Melanitta perspicillata,676,1,US-CA,San Francisco,L1745122,Presidio--Coast Guard Pier,37.8065459,-122.4663806,2017-07-28,01:35 PM,eBird - Traveling Count,20,1,.161,,1,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S33349374,Long-tailed Duck,Clangula hyemalis,688,1,US-TX,Dallas,L275885,Braunig Lake (HOTE 101),29.2518777,-98.3931431,2019-12-28,03:35 PM,eBird - Traveling Count,75,1,.644,,2,,"Continuing bird. Female.  Exact location: 29.259700, -98.390580",,44139321
S36175201,Long-tailed Duck,Clangula hyemalis,688,1,US-TX,Harris,L248017,Bolivar Flats Shorebird Sanctuary,29.3711371,-94.7287083,2016-03-24,01:50 PM,eBird - Traveling Count,60,1,.483,,2,,,,
S26676541,Bufflehead,Bucephala albeola,689,3,US-TX,Galveston,L130767,Aransas NWR (CTC 037) (Aransas Co.),28.3108004,-96.8011664,2018-06-30,11:55 AM,eBird - Traveling Count,173,1,24.14,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S33349374,Bufflehead,Bucephala albeola,689,3,US-TX,Dallas,L275885,Braunig Lake (HOTE 101),29.2518777,-98.3931431,2019-12-28,03:35 PM,eBird - Traveling Count,75,1,.644,,2,,,,
S33128153,Bufflehead,Bucephala albeola,689,2,US-TX,Williamson,L247123,Canyon Lake--Canyon Pk (HOTE 074),29.9097001,-98.2211248,2018-05-24,08:07 AM,eBird - Traveling Count,37,1,.402,,1,,,,
S62705798,Bufflehead,Bucephala albeola,689,3,US-TX,Brewster,L129085,Santa Ana NWR (LTC 059),26.0813003,-98.1351399,2014-07-10,08:11 AM,eBird - Traveling Count,279,1,7.789,,1,,Pintail Lake,"70-78 degrees, overcast, wind 5-15 mph S.",
S27195313,Bufflehead,Bucephala albeola,689,1,US-TX,Fort Bend,L793778,Port Aransas Nature Preserve at Charlie's Pasture,27.8327765,-97.0873833,2019-05-14,04:52 PM,eBird - Traveling Count,56,1,.966,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S65224353,Bufflehead,Bucephala albeola,689,8,US-TX,Bexar,L122362,Village Creek Drying Beds (PPW-W 083),32.7842795,-97.1266181,2017-07-25,05:26 PM,eBird - Traveling Count,30,1,.851,,1,,,,
S26954086,Hooded Merganser,Lophodytes cucullatus,700,36,US-TX,Dallas,L160563,Mitchell Lake Audubon Center (HOTE 103),29.3105956,-98.4996938,2018-10-30,08:33 AM,eBird - Traveling Count,320,1,8.047,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S26007199,Hooded Merganser,Lophodytes cucullatus,700,1,US-TX,Tarrant,L4027866,County Road 206 Pond,33.305036,-96.635307,2019-03-09,02:15 PM,eBird - Casual Observation,0,0,,,1,,Adult male floating around by himself,"<br />Submitted from eBird for iOS, version 1.1.3 Build 30",
S26908018,Hooded Merganser,Lophodytes cucullatus,700,2,US-TX,Williamson,L284140,Canyon Lake--Dam & Nature Trl below dam (HOTE 073),29.8696133,-98.1951008,2014-04-19,08:49 AM,eBird - Traveling Count,75,1,1.287,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S33153311,Common Merganser,Mergus merganser,708,1,US-TX,Williamson,L247123,Canyon Lake--Canyon Pk (HOTE 074),29.9097001,-98.2211248,2019-05-12,03:18 PM,eBird - Traveling Count,45,1,.322,,1,,East side of road.,,43261881
S24369987,Common Merganser,Mergus merganser,708,3,US-CA,Santa Cruz,L713779,San Lorenzo River mouth,36.9638097,-122.0124171,2016-05-06,05:50 PM,eBird - Casual Observation,0,0,,,1,,1 Adult 2 young,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S62753017,Red-breasted Merganser,Mergus serrator,716,2,US-TX,Aransas,L770565,South Padre Is.--Birding and Nature Center,26.1374859,-97.1735573,2018-02-04,02:55 PM,eBird - Traveling Count,93,1,1.287,,1,,,,
S36172944,Red-breasted Merganser,Mergus serrator,716,1,US-TX,Harris,L1141373,"Bob Road, Bolivar",29.4630283,-94.6309519,2016-03-24,01:10 PM,eBird - Traveling Count,26,1,.322,,2,,,,
S33349374,Ruddy Duck,Oxyura jamaicensis,724,5,US-TX,Dallas,L275885,Braunig Lake (HOTE 101),29.2518777,-98.3931431,2019-12-28,03:35 PM,eBird - Traveling Count,75,1,.644,,2,,,,
S62808895,Ruddy Duck,Oxyura jamaicensis,724,120,US-TX,Aransas,L129005,Laguna Atascosa NWR (LTC 024),26.2295776,-97.3466982,2016-04-24,09:29 AM,eBird - Traveling Count,95,1,4.072,,1,,,,
S41295224,Ruddy Duck,Oxyura jamaicensis,724,3,US-TX,Bastrop,L270567,White Rock Lake & Old Fish Hatchery (PPW-W 086),32.8156276,-96.7264652,2016-02-05,03:36 PM,eBird - Traveling Count,74,1,1.207,,1,,,,
S27709055,Ruddy Duck,Oxyura jamaicensis,724,3,US-TX,Brewster,L129085,Santa Ana NWR (LTC 059),26.0813003,-98.1351399,2016-05-12,12:07 PM,eBird - Traveling Count,146,1,1.609,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S27195316,Ruddy Duck,Oxyura jamaicensis,724,1,US-TX,Fort Bend,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2019-05-14,03:26 PM,eBird - Traveling Count,69,1,.483,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S65224353,Ruddy Duck,Oxyura jamaicensis,724,5,US-TX,Bexar,L122362,Village Creek Drying Beds (PPW-W 083),32.7842795,-97.1266181,2017-07-25,05:26 PM,eBird - Traveling Count,30,1,.851,,1,,,,
S19063988,Plain Chachalaca,Ortalis vetula,799,2,US-TX,Aransas,L273764,Hugh Ramsey Park (Harlingen Arroyo Colorado) WBC (LTC 026),26.1857402,-97.6641657,2019-09-28,09:15 AM,eBird - Traveling Count,105,1,2.414,,2,,,Overcast sky,
S27689893,Plain Chachalaca,Ortalis vetula,799,12,US-TX,Brewster,L128890,Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069),26.1849709,-98.3793885,2017-12-11,01:15 PM,eBird - Traveling Count,102,1,3.219,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S28515284,Northern Bobwhite,Colinus virginianus,965,4,US-TX,Dallas,L4417903,Prairie Road,29.222409,-98.612779,2017-04-23,08:45 AM,eBird - Traveling Count,35,1,1.609,,1,,Calling,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S29424399,Northern Bobwhite,Colinus virginianus,965,2,US-TX,Williamson,L4565181,Cross Canyon (Limited Access),29.9521057,-98.3406374,2021-12-04,08:00 AM,eBird - Traveling Count,210,1,2.414,,1,,,"68-80 degrees, sunny, little to no wind.",
S27703962,Northern Bobwhite,Colinus virginianus,965,6,US-TX,Brewster,L128890,Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069),26.1849709,-98.3793885,2017-12-11,04:50 PM,eBird - Traveling Count,104,1,1.609,,1,,Flushed while walking along road @6:38pm. Near primitive camping area.,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S30249256,Northern Bobwhite,Colinus virginianus,965,1,US-TX,Collin,L4706113,CR 175 (Private),30.5902525,-97.8022939,2017-07-26,08:30 AM,eBird - Traveling Count,120,1,2.414,,1,,,"80-85 degrees, partly cloudy, light winds.  Conducted a bird survey on private property right off CR 175.",
S43224536,Scaled Quail,Callipepla squamata,1018,10,US-TX,Denton,L128898,Big Bend NP--Dugout Wells,29.2712002,-103.1352997,2016-10-03,05:06 PM,eBird - Traveling Count,35,1,.483,,1,,,Dugout wells,
S24386968,California Quail,Callipepla californica,1031,16,US-CA,Santa Clara,L3803626,Camelot Drive,37.402976,-121.836566,2016-03-27,09:05 AM,eBird - Casual Observation,0,0,,,1,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S92200536,California Quail,Callipepla californica,1031,1,US-CA,Santa Cruz,L1117048,Henry Cowell Redwoods SP--Redwood Grove Trail,37.0382906,-122.0619678,2019-12-29,04:42 PM,eBird - Traveling Count,51,1,3.113,,1,,Along entrance road,,
S38161400,Gambel's Quail,Callipepla gambelii,1042,8,US-NM,Dona Ana,L6092041,Mesilla Hills Dr,32.266268,-106.83758,2017-04-15,07:05 AM,eBird - Traveling Count,20,1,.161,,2,,,,
S28758897,Wild Turkey,Meleagris gallopavo,1207,1,US-TX,Dallas,L4458233,Scenic Loop Road (Private),29.659572,-98.676487,2018-11-22,07:35 AM,eBird - Traveling Count,160,1,3.219,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S29424399,Wild Turkey,Meleagris gallopavo,1207,3,US-TX,Williamson,L4565181,Cross Canyon (Limited Access),29.9521057,-98.3406374,2021-12-04,08:00 AM,eBird - Traveling Count,210,1,2.414,,1,,,"68-80 degrees, sunny, little to no wind.",
S24332123,Wild Turkey,Meleagris gallopavo,1207,3,US-CA,Santa Clara,L3803626,Camelot Drive,37.402976,-121.836566,2016-05-07,02:30 PM,eBird - Stationary Count,160,1,,,1,,,"Sunny, windy, 90 degrees. Watched for birds out the back window and from the back porch on and off. <br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S67365903,Wild Turkey,Meleagris gallopavo,1207,3,US-TX,Collin,L11179543,Park Place Drive (Private),30.6364247,-97.8033833,2015-07-26,07:05 AM,eBird - Traveling Count,75,1,1.207,,2,,,,
S26954086,Least Grebe,Tachybaptus dominicus,1807,1,US-TX,Dallas,L160563,Mitchell Lake Audubon Center (HOTE 103),29.3105956,-98.4996938,2018-10-30,08:33 AM,eBird - Traveling Count,320,1,8.047,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S19054145,Least Grebe,Tachybaptus dominicus,1807,3,US-TX,Aransas,L129070,Sabal Palm Sanctuary (LTC 042),25.85233,-97.4176839,2017-10-07,08:30 AM,eBird - Traveling Count,180,1,3.219,,2,,,,
S26640826,Least Grebe,Tachybaptus dominicus,1807,1,US-TX,Williamson,L247135,Landa Park (HOTE 069),29.7117824,-98.1356484,2019-04-05,07:40 AM,eBird - Traveling Count,145,1,.805,,3,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S35030290,Least Grebe,Tachybaptus dominicus,1807,2,US-TX,Brewster,L246727,Anzalduas Park (LTC 068),26.1384105,-98.3327866,2014-03-12,01:54 PM,eBird - Traveling Count,84,1,1.609,,1,,,,
S26676541,Pied-billed Grebe,Podilymbus podiceps,1813,3,US-TX,Galveston,L130767,Aransas NWR (CTC 037) (Aransas Co.),28.3108004,-96.8011664,2018-06-30,11:55 AM,eBird - Traveling Count,173,1,24.14,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S33349374,Pied-billed Grebe,Podilymbus podiceps,1813,20,US-TX,Dallas,L275885,Braunig Lake (HOTE 101),29.2518777,-98.3931431,2019-12-28,03:35 PM,eBird - Traveling Count,75,1,.644,,2,,,,
S41032648,Pied-billed Grebe,Podilymbus podiceps,1813,1,US-TX,Cameron,L1022479,"FLNG ponds, Quintana",28.9301953,-95.3144646,2018-06-28,01:00 PM,eBird - Casual Observation,,0,,,1,,,,
S62808895,Pied-billed Grebe,Podilymbus podiceps,1813,3,US-TX,Aransas,L129005,Laguna Atascosa NWR (LTC 024),26.2295776,-97.3466982,2016-04-24,09:29 AM,eBird - Traveling Count,95,1,4.072,,1,,,,
S29147372,Pied-billed Grebe,Podilymbus podiceps,1813,5,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2018-10-19,07:15 AM,eBird - Traveling Count,132,1,4.023,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S38185895,Pied-billed Grebe,Podilymbus podiceps,1813,1,US-AZ,Coconino,L269402,Kaibab NF--Kaibab Lake,35.2845,-112.155,2020-07-01,05:55 AM,eBird - Traveling Count,110,1,.805,,1,,,,
S53673005,Pied-billed Grebe,Podilymbus podiceps,1813,1,US-TX,Tarrant,L276308,Plano Outdoor Learning Ctr./Woodruff Pk N.,33.0364889,-96.6640522,2015-07-24,11:45 AM,eBird - Traveling Count,78,1,2.816,,1,,,,
S26908911,Pied-billed Grebe,Podilymbus podiceps,1813,1,US-TX,Williamson,L247123,Canyon Lake--Canyon Pk (HOTE 074),29.9097001,-98.2211248,2014-04-19,10:22 AM,eBird - Traveling Count,50,1,1.287,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S53651279,Pied-billed Grebe,Podilymbus podiceps,1813,3,US-TX,Bastrop,L775386,McInnish Park,32.9635946,-96.9416428,2014-07-09,05:15 PM,eBird - Traveling Count,71,1,1.609,,1,,,"77 degrees, clear, little to no wind.",
S49560286,Pied-billed Grebe,Podilymbus podiceps,1813,25,US-TX,Chambers,L224113,"Cullinan Park, Sugar Land (UTC 095)",29.6355459,-95.6603193,2021-05-02,10:34 AM,eBird - Traveling Count,42,1,1.448,,1,,,,
S40841423,Pied-billed Grebe,Podilymbus podiceps,1813,2,US-TX,Harris,L6524047,Estuary Ct,29.096478,-95.108236,2019-05-10,09:42 AM,eBird - Traveling Count,8,1,.402,,1,,,,
S33589249,Pied-billed Grebe,Podilymbus podiceps,1813,6,US-TX,Nueces,L366758,Archbishop Fiorenza Park--W.of Eldridge Pkwy (Eldridge Retention Basin),29.7193575,-95.6289482,2018-02-03,03:41 PM,eBird - Traveling Count,81,1,1.287,,1,,,,
S35030290,Pied-billed Grebe,Podilymbus podiceps,1813,1,US-TX,Brewster,L246727,Anzalduas Park (LTC 068),26.1384105,-98.3327866,2014-03-12,01:54 PM,eBird - Traveling Count,84,1,1.609,,1,,,,
S27195316,Pied-billed Grebe,Podilymbus podiceps,1813,2,US-TX,Fort Bend,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2019-05-14,03:26 PM,eBird - Traveling Count,69,1,.483,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S24402108,Pied-billed Grebe,Podilymbus podiceps,1813,1,US-CA,San Francisco,L1004802,Presidio--Crissy Field Lagoon,37.8047658,-122.4562311,2017-07-28,12:32 PM,eBird - Traveling Count,25,1,1.127,,1,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S67365903,Pied-billed Grebe,Podilymbus podiceps,1813,1,US-TX,Collin,L11179543,Park Place Drive (Private),30.6364247,-97.8033833,2015-07-26,07:05 AM,eBird - Traveling Count,75,1,1.207,,2,,,,
S33349374,Eared Grebe,Podiceps nigricollis,1834,5,US-TX,Dallas,L275885,Braunig Lake (HOTE 101),29.2518777,-98.3931431,2019-12-28,03:35 PM,eBird - Traveling Count,75,1,.644,,2,,,,
S33153311,Eared Grebe,Podiceps nigricollis,1834,6,US-TX,Williamson,L247123,Canyon Lake--Canyon Pk (HOTE 074),29.9097001,-98.2211248,2019-05-12,03:18 PM,eBird - Traveling Count,45,1,.322,,1,,All in a group together,,
S40841423,Eared Grebe,Podiceps nigricollis,1834,1,US-TX,Harris,L6524047,Estuary Ct,29.096478,-95.108236,2019-05-10,09:42 AM,eBird - Traveling Count,8,1,.402,,1,,,,
S27709055,Eared Grebe,Podiceps nigricollis,1834,1,US-TX,Brewster,L129085,Santa Ana NWR (LTC 059),26.0813003,-98.1351399,2016-05-12,12:07 PM,eBird - Traveling Count,146,1,1.609,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S27195316,Eared Grebe,Podiceps nigricollis,1834,3,US-TX,Fort Bend,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2019-05-14,03:26 PM,eBird - Traveling Count,69,1,.483,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S30230855,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1871,6,US-TX,Galveston,L338888,Rockport Beach Park,28.0308958,-97.0371276,2014-01-18,03:05 PM,eBird - Traveling Count,62,1,.805,,1,,,"<br />Submitted from eBird for iOS, version 1.2.1 Build 65",
S25367497,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1871,22,US-TX,Comal,L283372,Bastrop SP (HOTE 033),30.1125132,-97.267612,2018-12-23,09:45 AM,eBird - Traveling Count,70,1,1.609,,1,,Flyovers,"<br />Submitted from eBird for iOS, version 1.1.2 Build 27",
S62586921,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1871,14,US-TX,Dallas,L956160,Brackenridge Park--Joske Pavilion & Lambert Beach,29.4629383,-98.4698155,2017-07-15,08:38 AM,eBird - Traveling Count,68,1,1.931,,1,,,"45-55 degrees, clear, little to no wind.",
